date,time,lower,upper
2009-07-14,1,0.214,0.307
2009-07-14,2,0.205,0.46
2009-07-14,3,0.067,0.419
2009-07-14,4,0.219,0.365
2009-07-14,5,0.206,0.433
2009-07-14,6,0.05,0.162
2009-07-14,7,0.202,0.667
2009-07-14,8,0.084,0.816
2009-07-14,9,0.039,0.673
2009-07-14,10,0.183,1.276
2009-07-14,11,0.053,0.179
2009-07-14,12,0.074,0.693
2009-07-14,13,0.05,0.558
2009-07-14,14,0.099,0.216
2009-07-14,15,0.063,0.625
2009-07-14,16,0.31,2.136
2009-07-14,17,0.564,1.476
2009-07-14,18,1.59,2.826
2009-07-14,19,1.324,1.35
2009-07-14,20,0.419,1.121
2009-07-14,21,0.366,1.568
2009-07-14,22,1.223,1.61
2009-07-14,23,0.942,2.41
2009-07-14,24,0.151,1.476
2009-07-15,1,0.305,0.389
2009-07-15,2,0.1,0.72
2009-07-15,3,0.239,0.273
2009-07-15,4,0.052,0.439
2009-07-15,5,0.165,0.619
2009-07-15,6,0.236,0.617
2009-07-15,7,0.049,0.088
2009-07-15,8,1.668,2.186
2009-07-15,9,0.08,1.359
2009-07-15,10,0.312,0.334
2009-07-15,11,0.162,0.723
2009-07-15,12,0.058,0.106
2009-07-15,13,0.059,0.583
2009-07-15,14,0.191,0.701
2009-07-15,15,0.058,0.079
2009-07-15,16,0.052,0.559
2009-07-15,17,0.241,0.511
2009-07-15,18,1.285,1.926
2009-07-15,19,0.234,0.998
2009-07-15,20,0.289,2.95
2009-07-15,21,0.289,1.034
2009-07-15,22,0.576,1.472
2009-07-15,23,1.362,1.446
2009-07-15,24,0.326,0.59
2009-07-16,1,0.063,0.405
2009-07-16,2,0.2,0.583
2009-07-16,3,0.235,0.532
2009-07-16,4,0.063,0.108
2009-07-16,5,0.358,0.487
2009-07-16,6,0.062,0.151
2009-07-16,7,0.05,0.579
2009-07-16,8,0.281,1.435
2009-07-16,9,0.205,0.589
2009-07-16,10,0.101,0.135
2009-07-16,11,0.24,0.572
2009-07-16,12,0.05,0.096
2009-07-16,13,0.186,0.562
2009-07-16,14,0.054,0.224
2009-07-16,15,0.055,0.542
2009-07-16,16,0.167,0.678
2009-07-16,17,0.056,0.134
2009-07-16,18,0.071,0.579
2009-07-16,19,0.14,0.247
2009-07-16,20,0.051,0.563
2009-07-16,21,0.648,2.578
2009-07-16,22,0.677,1.012
2009-07-16,23,0.943,1.343
2009-07-16,24,0.092,0.6
2009-07-17,1,0.219,0.233
2009-07-17,2,0.314,0.346
2009-07-17,3,0.163,0.229
2009-07-17,4,0.087,0.574
2009-07-17,5,0.101,0.696
2009-07-17,6,0.082,0.136
2009-07-17,7,0.061,0.643
2009-07-17,8,0.581,0.939
2009-07-17,9,0.058,0.113
2009-07-17,10,0.12,0.673
2009-07-17,11,0.049,0.113
2009-07-17,12,0.108,0.53
2009-07-17,13,0.207,0.223
2009-07-17,14,0.04,0.415
2009-07-17,15,0.111,0.639
2009-07-17,16,0.039,0.167
2009-07-17,17,0.079,0.495
2009-07-17,18,0.185,0.207
2009-07-17,19,0.52,1.441
2009-07-17,20,0.674,3.832
2009-07-17,21,0.424,0.619
2009-07-17,22,3.812,3.868
2009-07-17,23,1.004,2.232
2009-07-17,24,0.737,1.054
2009-07-18,1,0.214,0.357
2009-07-18,2,0.098,0.161
2009-07-18,3,0.248,0.623
2009-07-18,4,0.088,0.191
2009-07-18,5,0.091,0.437
2009-07-18,6,0.139,0.376
2009-07-18,7,0.065,0.116
2009-07-18,8,0.671,0.927
2009-07-18,9,1.257,1.554
2009-07-18,10,0.103,0.679
2009-07-18,11,0.24,2.156
2009-07-18,12,0.042,0.534
2009-07-18,13,0.143,0.19
2009-07-18,14,0.249,0.391
2009-07-18,15,0.066,0.08
2009-07-18,16,0.214,0.607
2009-07-18,17,0.053,0.099
2009-07-18,18,2.882,3.043
2009-07-18,19,0.82,1.414
2009-07-18,20,2.426,4.529
2009-07-18,21,2.233,2.336
2009-07-18,22,1.767,1.815
2009-07-18,23,0.937,1.701
2009-07-18,24,0.061,0.723
2009-07-19,1,0.154,0.198
2009-07-19,2,0.051,0.196
2009-07-19,3,0.051,0.104
2009-07-19,4,0.206,0.6
2009-07-19,5,0.081,0.1
2009-07-19,6,0.053,0.104
2009-07-19,7,0.226,0.615
2009-07-19,8,0.042,0.069
2009-07-19,9,0.06,0.484
2009-07-19,10,0.168,0.235
2009-07-19,11,0.089,0.532
2009-07-19,12,3.666,4.214
2009-07-19,13,1.616,4.518
2009-07-19,14,0.357,1.808
2009-07-19,15,0.211,0.708
2009-07-19,16,0.105,0.13
2009-07-19,17,1.903,3.22
2009-07-19,18,1.991,2.47
2009-07-19,19,0.166,1.726
2009-07-19,20,0.234,0.535
2009-07-19,21,0.064,0.194
2009-07-19,22,0.217,0.346
2009-07-19,23,0.18,0.199
2009-07-19,24,0.262,0.35
2009-07-20,1,0.089,0.468
2009-07-20,2,0.304,0.581
2009-07-20,3,0.066,0.087
2009-07-20,4,0.23,0.52
2009-07-20,5,0.094,0.196
2009-07-20,6,0.102,0.5
2009-07-20,7,0.094,0.229
2009-07-20,8,0.058,1.27
2009-07-20,9,0.072,0.577
2009-07-20,10,0.097,0.234
2009-07-20,11,0.082,0.509
2009-07-20,12,0.064,0.218
2009-07-20,13,0.171,0.528
2009-07-20,14,0.039,0.091
2009-07-20,15,0.305,0.486
2009-07-20,16,0.062,0.114
2009-07-20,17,0.22,0.349
2009-07-20,18,0.181,0.235
2009-07-20,19,0.286,2.028
2009-07-20,20,1.204,2.35
2009-07-20,21,0.795,1.849
2009-07-20,22,1.274,2.035
2009-07-20,23,0.457,1.197
2009-07-20,24,0.226,0.403
2009-07-21,1,0.136,0.508
2009-07-21,2,0.067,0.353
2009-07-21,3,0.208,0.566
2009-07-21,4,0.097,0.54
2009-07-21,5,0.065,0.104
2009-07-21,6,0.205,0.686
2009-07-21,7,0.211,0.618
2009-07-21,8,0.084,0.23
2009-07-21,9,0.065,0.716
2009-07-21,10,0.105,0.177
2009-07-21,11,1.005,3.183
2009-07-21,12,0.649,0.769
2009-07-21,13,0.066,0.101
2009-07-21,14,0.627,0.914
2009-07-21,15,0.487,0.73
2009-07-21,16,1.157,1.418
2009-07-21,17,2.012,2.482
2009-07-21,18,1.62,1.678
2009-07-21,19,0.206,0.383
2009-07-21,20,0.092,0.553
2009-07-21,21,0.547,0.964
2009-07-21,22,0.797,0.843
2009-07-21,23,0.636,1.276
2009-07-21,24,0.371,0.792
2009-07-22,1,0.107,0.316
2009-07-22,2,0.164,0.343
2009-07-22,3,0.231,0.624
2009-07-22,4,0.072,0.083
2009-07-22,5,0.222,0.545
2009-07-22,6,0.192,0.368
2009-07-22,7,0.078,0.321
2009-07-22,8,1.141,1.823
2009-07-22,9,0.811,1.028
2009-07-22,10,0.038,0.573
2009-07-22,11,0.205,0.658
2009-07-22,12,0.059,0.106
2009-07-22,13,0.196,0.395
2009-07-22,14,0.177,0.229
2009-07-22,15,0.08,0.529
2009-07-22,16,0.05,0.062
2009-07-22,17,0.186,0.651
2009-07-22,18,0.132,1.925
2009-07-22,19,1.73,3.208
2009-07-22,20,0.503,0.715
2009-07-22,21,0.567,0.666
2009-07-22,22,0.722,1.334
2009-07-22,23,0.752,1.086
2009-07-22,24,0.175,0.498
2009-07-23,1,0.105,0.565
2009-07-23,2,0.051,0.199
2009-07-23,3,0.12,0.713
2009-07-23,4,0.075,0.312
2009-07-23,5,0.146,0.323
2009-07-23,6,0.236,0.614
2009-07-23,7,0.045,0.084
2009-07-23,8,0.318,1.202
2009-07-23,9,0.082,0.172
2009-07-23,10,0.089,0.542
2009-07-23,11,0.039,0.286
2009-07-23,12,0.073,0.611
2009-07-23,13,0.078,0.517
2009-07-23,14,0.084,0.12
2009-07-23,15,0.236,0.589
2009-07-23,16,0.057,0.073
2009-07-23,17,0.054,0.54
2009-07-23,18,0.188,3.849
2009-07-23,19,0.971,1.18
2009-07-23,20,0.394,1.364
2009-07-23,21,1.67,1.914
2009-07-23,22,1.253,1.504
2009-07-23,23,0.77,1.153
2009-07-23,24,0.661,1.136
2009-07-24,1,1.482,1.89
2009-07-24,2,0.141,0.221
2009-07-24,3,0.051,0.587
2009-07-24,4,0.05,0.212
2009-07-24,5,0.098,0.693
2009-07-24,6,0.051,0.083
2009-07-24,7,0.118,0.58
2009-07-24,8,0.768,0.93
2009-07-24,9,0.064,0.071
2009-07-24,10,0.23,0.625
2009-07-24,11,0.069,0.578
2009-07-24,12,0.052,0.168
2009-07-24,13,0.254,0.51
2009-07-24,14,0.039,0.088
2009-07-24,15,0.198,0.636
2009-07-24,16,0.065,0.131
2009-07-24,17,0.774,2.439
2009-07-24,18,0.555,0.661
2009-07-24,19,0.115,0.265
2009-07-24,20,0.196,0.743
2009-07-24,21,0.312,0.775
2009-07-24,22,0.809,0.927
2009-07-24,23,0.607,0.636
2009-07-24,24,0.2,1.111
2009-07-25,1,0.189,0.549
2009-07-25,2,0.068,0.077
2009-07-25,3,0.224,0.566
2009-07-25,4,0.095,0.17
2009-07-25,5,0.096,0.51
2009-07-25,6,0.055,0.585
2009-07-25,7,0.079,0.266
2009-07-25,8,0.267,1.379
2009-07-25,9,0.226,0.523
2009-07-25,10,0.05,0.076
2009-07-25,11,0.056,0.628
2009-07-25,12,0.128,0.184
2009-07-25,13,0.079,0.502
2009-07-25,14,0.044,0.451
2009-07-25,15,0.143,0.667
2009-07-25,16,0.076,0.505
2009-07-25,17,0.091,0.094
2009-07-25,18,0.233,0.617
2009-07-25,19,0.077,1.282
2009-07-25,20,1.161,3.418
2009-07-25,21,2.988,4.047
2009-07-25,22,1.984,2.615
2009-07-25,23,0.65,0.765
2009-07-25,24,0.208,1.135
2009-07-26,1,0.221,0.694
2009-07-26,2,0.054,0.115
2009-07-26,3,0.151,0.571
2009-07-26,4,0.15,0.211
2009-07-26,5,0.105,0.535
2009-07-26,6,0.052,0.683
2009-07-26,7,0.07,0.206
2009-07-26,8,0.086,3.734
2009-07-26,9,0.537,2.372
2009-07-26,10,0.972,1.081
