date,time,lower,upper
2009-07-14,1,0.356,0.462
2009-07-14,2,0.343,0.434
2009-07-14,3,0.341,0.342
2009-07-14,4,0.34,0.343
2009-07-14,5,0.327,0.333
2009-07-14,6,0.338,0.338
2009-07-14,7,0.331,0.334
2009-07-14,8,0.321,0.612
2009-07-14,9,0.404,0.42
2009-07-14,10,0.329,0.65
2009-07-14,11,1.004,1.302
2009-07-14,12,0.591,1.11
2009-07-14,13,0.234,0.372
2009-07-14,14,0.263,1.858
2009-07-14,15,0.283,1.139
2009-07-14,16,0.477,0.496
2009-07-14,17,0.309,0.726
2009-07-14,18,0.615,1.928
2009-07-14,19,0.409,0.903
2009-07-14,20,0.403,0.557
2009-07-14,21,0.412,0.436
2009-07-14,22,0.326,0.328
2009-07-14,23,0.487,0.681
2009-07-14,24,0.374,0.66
2009-07-15,1,0.339,0.34
2009-07-15,2,0.34,0.391
2009-07-15,3,0.339,0.347
2009-07-15,4,0.324,0.339
2009-07-15,5,0.331,0.373
2009-07-15,6,0.4,0.4
2009-07-15,7,0.389,0.39
2009-07-15,8,0.335,0.404
2009-07-15,9,0.32,0.586
2009-07-15,10,0.266,0.538
2009-07-15,11,1.115,1.36
2009-07-15,12,0.23,0.44
2009-07-15,13,0.265,0.268
2009-07-15,14,0.254,0.271
2009-07-15,15,0.527,1.877
2009-07-15,16,0.237,0.243
2009-07-15,17,0.186,0.39
2009-07-15,18,0.401,0.615
2009-07-15,19,0.224,0.26
2009-07-15,20,0.219,0.22
2009-07-15,21,0.226,0.227
2009-07-15,22,0.233,0.234
2009-07-15,23,0.759,3.584
2009-07-15,24,0.704,1.738
2009-07-16,1,0.343,0.38
2009-07-16,2,0.328,0.34
2009-07-16,3,0.327,0.334
2009-07-16,4,0.335,0.459
2009-07-16,5,0.335,0.335
2009-07-16,6,0.323,0.327
2009-07-16,7,0.329,0.335
2009-07-16,8,0.328,0.33
2009-07-16,9,0.603,0.665
2009-07-16,10,0.635,0.796
2009-07-16,11,0.855,1.717
2009-07-16,12,0.222,0.251
2009-07-16,13,0.223,0.228
2009-07-16,14,1.999,2.92
2009-07-16,15,0.259,0.267
2009-07-16,16,0.453,0.491
2009-07-16,17,0.225,0.25
2009-07-16,18,0.231,0.441
2009-07-16,19,0.42,0.514
2009-07-16,20,1.067,2.078
2009-07-16,21,0.619,0.889
2009-07-16,22,0.435,1.213
2009-07-16,23,0.547,0.568
2009-07-16,24,0.588,0.716
2009-07-17,1,0.347,0.352
2009-07-17,2,0.331,0.336
2009-07-17,3,0.332,0.341
2009-07-17,4,0.333,0.392
2009-07-17,5,0.33,0.334
2009-07-17,6,0.332,0.333
2009-07-17,7,0.324,0.325
2009-07-17,8,0.322,1.041
2009-07-17,9,0.466,0.836
2009-07-17,10,1.455,1.924
2009-07-17,11,0.33,1.096
2009-07-17,12,0.412,1.981
2009-07-17,13,0.916,2.373
2009-07-17,14,0.224,0.271
2009-07-17,15,0.222,1.322
2009-07-17,16,0.344,1.005
2009-07-17,17,0.558,0.591
2009-07-17,18,0.315,1.417
2009-07-17,19,0.239,0.26
2009-07-17,20,0.219,0.221
2009-07-17,21,0.22,0.221
2009-07-17,22,0.277,0.298
2009-07-17,23,0.499,0.551
2009-07-17,24,0.671,2.684
2009-07-18,1,0.455,1.015
2009-07-18,2,0.325,0.326
2009-07-18,3,0.323,0.325
2009-07-18,4,0.352,0.372
2009-07-18,5,0.333,0.334
2009-07-18,6,0.318,0.323
2009-07-18,7,0.32,0.322
2009-07-18,8,0.319,0.32
2009-07-18,9,0.318,0.326
2009-07-18,10,0.326,0.628
2009-07-18,11,0.754,0.918
