date,time,lower,upper
2009-07-14,1,0.844,1.722
2009-07-14,2,0.787,0.902
2009-07-14,3,0.643,0.801
2009-07-14,4,0.683,0.687
2009-07-14,5,0.645,0.67
2009-07-14,6,0.665,0.67
2009-07-14,7,0.656,0.972
2009-07-14,8,0.615,0.628
2009-07-14,9,0.629,0.64
2009-07-14,10,0.555,0.579
2009-07-14,11,0.531,0.614
2009-07-14,12,0.637,1.687
2009-07-14,13,0.656,1.487
2009-07-14,14,0.778,0.877
2009-07-14,15,0.771,1.379
2009-07-14,16,0.767,1.28
2009-07-14,17,3.854,4.541
2009-07-14,18,2.093,3.039
2009-07-14,19,0.626,1.013
2009-07-14,20,0.857,0.857
2009-07-14,21,0.728,0.889
2009-07-14,22,1.128,6.087
2009-07-14,23,0.919,0.997
2009-07-14,24,0.691,0.704
2009-07-15,1,0.872,2.873
2009-07-15,2,0.651,0.789
2009-07-15,3,0.713,0.755
2009-07-15,4,0.821,0.833
2009-07-15,5,0.589,0.75
2009-07-15,6,0.593,0.597
2009-07-15,7,0.668,0.746
2009-07-15,8,0.727,1.118
2009-07-15,9,0.579,0.601
2009-07-15,10,0.588,0.709
2009-07-15,11,0.685,0.716
2009-07-15,12,0.575,0.629
2009-07-15,13,0.66,1.041
2009-07-15,14,2.251,2.409
2009-07-15,15,0.714,2.19
2009-07-15,16,2.204,2.398
2009-07-15,17,2.633,2.785
2009-07-15,18,1.06,1.142
2009-07-15,19,0.672,1.064
2009-07-15,20,0.769,0.792
2009-07-15,21,0.67,0.71
2009-07-15,22,1.087,2.891
2009-07-15,23,2.154,6.16
2009-07-15,24,0.776,0.778
2009-07-16,1,0.684,0.813
2009-07-16,2,0.663,0.754
2009-07-16,3,0.606,0.731
2009-07-16,4,0.645,0.65
2009-07-16,5,0.499,0.533
2009-07-16,6,0.52,0.639
2009-07-16,7,0.484,0.955
2009-07-16,8,0.544,0.682
2009-07-16,9,0.495,0.524
2009-07-16,10,0.602,0.604
2009-07-16,11,0.531,0.543
2009-07-16,12,0.562,0.644
2009-07-16,13,0.721,0.758
2009-07-16,14,0.604,0.621
2009-07-16,15,0.591,1.158
2009-07-16,16,1.711,1.906
2009-07-16,17,0.654,1.347
2009-07-16,18,0.626,1.171
2009-07-16,19,0.564,1.167
2009-07-16,20,0.842,0.975
2009-07-16,21,0.658,0.703
2009-07-16,22,0.641,0.672
2009-07-16,23,0.652,2.04
2009-07-16,24,0.647,0.693
2009-07-17,1,0.594,1.924
2009-07-17,2,2.25,3.718
2009-07-17,3,0.692,1.734
2009-07-17,4,0.557,0.581
2009-07-17,5,0.526,0.529
2009-07-17,6,0.536,0.54
2009-07-17,7,0.653,0.821
2009-07-17,8,0.601,0.778
2009-07-17,9,0.542,0.55
2009-07-17,10,0.545,0.566
2009-07-17,11,0.841,2.005
2009-07-17,12,2.321,2.421
2009-07-17,13,1.529,2.355
2009-07-17,14,0.618,1.059
2009-07-17,15,1.896,2.083
