date,time,lower,upper
2009-07-14,1,0.173,0.197
2009-07-14,2,0.142,0.176
2009-07-14,3,0.152,0.18
2009-07-14,4,0.093,0.13
2009-07-14,5,0.12,0.184
2009-07-14,6,0.147,0.668
2009-07-14,7,0.202,2.888
2009-07-14,8,0.099,0.18
2009-07-14,9,0.546,0.614
2009-07-14,10,2.353,2.604
2009-07-14,11,0.251,1.206
2009-07-14,12,0.109,0.177
2009-07-14,13,0.094,0.131
2009-07-14,14,0.186,0.187
2009-07-14,15,0.117,0.144
2009-07-14,16,0.151,1.38
2009-07-14,17,0.48,1.634
2009-07-14,18,1.62,1.875
2009-07-14,19,1.044,1.356
2009-07-14,20,0.655,1.687
2009-07-14,21,0.539,1.517
2009-07-14,22,0.45,1.422
2009-07-14,23,0.523,0.748
2009-07-14,24,0.237,1.057
2009-07-15,1,0.139,0.182
2009-07-15,2,0.094,0.135
2009-07-15,3,0.162,0.178
2009-07-15,4,0.144,0.146
2009-07-15,5,0.111,0.18
2009-07-15,6,0.096,0.665
2009-07-15,7,0.121,2.728
2009-07-15,8,0.135,0.205
2009-07-15,9,0.511,1.222
2009-07-15,10,0.419,2.457
2009-07-15,11,0.889,1.207
2009-07-15,12,0.113,0.159
2009-07-15,13,0.136,0.177
2009-07-15,14,0.096,0.112
2009-07-15,15,0.144,0.232
2009-07-15,16,0.172,2.798
2009-07-15,17,0.39,2.718
2009-07-15,18,0.288,0.33
2009-07-15,19,0.45,1.318
2009-07-15,20,0.503,0.744
2009-07-15,21,0.488,0.495
2009-07-15,22,1.31,1.746
2009-07-15,23,0.705,2.988
2009-07-15,24,0.411,1.603
2009-07-16,1,0.143,0.155
2009-07-16,2,0.193,0.217
2009-07-16,3,0.094,0.112
2009-07-16,4,0.136,0.181
2009-07-16,5,0.149,0.154
2009-07-16,6,0.124,0.613
2009-07-16,7,0.094,2.847
2009-07-16,8,0.093,1.385
2009-07-16,9,0.235,0.621
2009-07-16,10,0.098,0.145
2009-07-16,11,0.175,0.179
2009-07-16,12,0.104,0.145
2009-07-16,13,0.153,0.178
2009-07-16,14,0.105,0.129
2009-07-16,15,0.147,0.2
2009-07-16,16,0.18,1.807
2009-07-16,17,0.645,1.204
2009-07-16,18,0.17,0.392
2009-07-16,19,0.108,0.184
2009-07-16,20,0.104,0.169
2009-07-16,21,0.203,0.806
2009-07-16,22,0.441,0.7
2009-07-16,23,0.966,1.015
2009-07-16,24,0.509,0.915
2009-07-17,1,0.115,0.167
2009-07-17,2,0.111,0.171
2009-07-17,3,0.147,0.203
2009-07-17,4,0.096,0.152
2009-07-17,5,0.101,0.197
2009-07-17,6,0.228,0.691
2009-07-17,7,0.232,2.93
2009-07-17,8,0.174,0.391
2009-07-17,9,0.91,1.7
2009-07-17,10,0.838,1.381
2009-07-17,11,0.464,0.926
2009-07-17,12,0.113,0.526
2009-07-17,13,0.174,0.202
2009-07-17,14,0.162,0.323
2009-07-17,15,0.139,0.218
2009-07-17,16,0.095,0.726
2009-07-17,17,0.511,0.918
2009-07-17,18,0.377,1.345
2009-07-17,19,2.252,2.809
2009-07-17,20,0.473,0.483
2009-07-17,21,0.309,0.472
2009-07-17,22,0.342,1.645
2009-07-17,23,0.873,1.756
2009-07-17,24,0.958,1.798
2009-07-18,1,0.331,0.639
2009-07-18,2,0.205,0.447
2009-07-18,3,0.097,0.133
2009-07-18,4,0.163,0.234
2009-07-18,5,0.096,0.142
2009-07-18,6,0.184,0.779
