date,time,lower,upper
2009-07-14,1,0.235,1.082
2009-07-14,2,0.058,0.058
2009-07-14,3,0.058,0.159
2009-07-14,4,0.157,0.161
2009-07-14,5,0.091,0.155
2009-07-14,6,0.059,0.059
2009-07-14,7,0.068,0.167
2009-07-14,8,0.158,0.166
2009-07-14,9,0.198,0.514
2009-07-14,10,0.062,0.242
2009-07-14,11,0.144,0.151
2009-07-14,12,0.129,0.141
2009-07-14,13,0.043,0.043
2009-07-14,14,0.043,0.127
2009-07-14,15,0.141,0.145
2009-07-14,16,0.085,0.139
2009-07-14,17,0.043,0.044
2009-07-14,18,0.061,0.15
2009-07-14,19,0.143,1.586
2009-07-14,20,0.202,0.303
2009-07-14,21,0.2,0.389
2009-07-14,22,0.783,2.118
2009-07-14,23,0.772,0.991
2009-07-14,24,0.404,1.351
2009-07-15,1,0.172,0.525
2009-07-15,2,0.155,0.156
2009-07-15,3,0.061,0.087
2009-07-15,4,0.061,0.138
2009-07-15,5,0.161,0.165
2009-07-15,6,0.077,0.153
2009-07-15,7,0.053,0.054
2009-07-15,8,0.087,0.161
2009-07-15,9,0.188,0.316
2009-07-15,10,0.046,0.141
2009-07-15,11,0.046,0.046
2009-07-15,12,0.089,0.151
2009-07-15,13,0.143,0.145
2009-07-15,14,0.047,0.113
2009-07-15,15,0.047,0.047
2009-07-15,16,0.15,0.15
2009-07-15,17,0.143,0.146
2009-07-15,18,0.046,0.077
2009-07-15,19,0.544,0.756
2009-07-15,20,0.431,0.497
2009-07-15,21,0.318,0.378
2009-07-15,22,0.259,0.276
2009-07-15,23,0.394,0.898
2009-07-15,24,0.723,0.899
2009-07-16,1,0.16,0.524
2009-07-16,2,0.059,0.059
2009-07-16,3,0.096,0.166
2009-07-16,4,0.157,0.16
2009-07-16,5,0.059,0.093
2009-07-16,6,0.06,0.102
2009-07-16,7,0.159,0.186
2009-07-16,8,0.124,0.15
2009-07-16,9,0.045,0.776
2009-07-16,10,0.076,0.153
2009-07-16,11,0.143,0.147
2009-07-16,12,0.045,0.09
2009-07-16,13,0.045,0.072
2009-07-16,14,0.147,0.152
2009-07-16,15,0.112,0.144
2009-07-16,16,0.046,0.046
2009-07-16,17,0.049,0.156
2009-07-16,18,0.142,0.148
2009-07-16,19,0.611,0.856
2009-07-16,20,0.045,0.123
2009-07-16,21,0.142,0.147
2009-07-16,22,0.143,0.19
2009-07-16,23,0.495,0.883
2009-07-16,24,0.681,1.431
2009-07-17,1,0.184,0.324
2009-07-17,2,0.078,0.15
2009-07-17,3,0.078,0.079
2009-07-17,4,0.182,0.184
2009-07-17,5,0.175,0.178
2009-07-17,6,0.077,0.079
2009-07-17,7,0.082,0.131
2009-07-17,8,0.179,0.188
2009-07-17,9,0.172,0.736
2009-07-17,10,0.167,0.17
2009-07-17,11,0.165,0.272
2009-07-17,12,0.261,0.267
2009-07-17,13,0.168,0.258
2009-07-17,14,0.165,0.165
2009-07-17,15,0.215,0.258
2009-07-17,16,0.261,0.269
2009-07-17,17,0.164,0.205
2009-07-17,18,0.168,0.173
2009-07-17,19,0.271,0.276
2009-07-17,20,0.258,0.265
2009-07-17,21,0.202,0.692
2009-07-17,22,0.658,0.854
2009-07-17,23,1.458,2.712
2009-07-17,24,1.974,2.382
2009-07-18,1,0.33,1.328
2009-07-18,2,0.245,0.319
2009-07-18,3,0.313,0.315
2009-07-18,4,0.211,0.267
2009-07-18,5,0.211,0.264
2009-07-18,6,0.309,0.315
2009-07-18,7,0.21,0.305
2009-07-18,8,0.21,0.21
2009-07-18,9,0.32,0.429
2009-07-18,10,0.618,1.622
2009-07-18,11,0.285,0.402
2009-07-18,12,0.1,0.442
2009-07-18,13,0.154,0.161
2009-07-18,14,0.111,0.152
2009-07-18,15,0.057,0.058
2009-07-18,16,0.082,0.164
2009-07-18,17,0.155,0.158
2009-07-18,18,0.058,0.13
2009-07-18,19,0.271,0.406
2009-07-18,20,0.303,0.32
2009-07-18,21,0.156,0.965
2009-07-18,22,0.06,0.063
2009-07-18,23,0.06,0.126
2009-07-18,24,0.161,0.167
2009-07-19,1,0.079,0.159
2009-07-19,2,0.062,0.063
2009-07-19,3,0.1,0.169
2009-07-19,4,0.164,0.256
2009-07-19,5,0.076,0.102
2009-07-19,6,0.076,0.091
2009-07-19,7,0.177,0.184
2009-07-19,8,0.118,0.173
2009-07-19,9,0.075,0.076
2009-07-19,10,0.075,0.175
2009-07-19,11,0.171,0.175
2009-07-19,12,0.072,0.147
2009-07-19,13,0.072,0.072
2009-07-19,14,0.149,0.203
2009-07-19,15,0.882,1.276
2009-07-19,16,0.236,0.322
2009-07-19,17,0.355,0.371
2009-07-19,18,0.426,0.69
2009-07-19,19,1.493,1.75
2009-07-19,20,0.558,0.679
2009-07-19,21,0.473,0.764
2009-07-19,22,0.609,0.798
2009-07-19,23,0.392,0.453
2009-07-19,24,0.572,1.265
2009-07-20,1,0.507,1.66
2009-07-20,2,0.123,0.156
2009-07-20,3,0.06,0.06
2009-07-20,4,0.118,0.164
2009-07-20,5,0.152,0.159
2009-07-20,6,0.06,0.061
2009-07-20,7,0.06,0.15
2009-07-20,8,0.15,0.153
2009-07-20,9,0.047,1.152
2009-07-20,10,0.046,0.105
2009-07-20,11,0.144,0.148
2009-07-20,12,0.045,0.11
2009-07-20,13,0.045,0.051
2009-07-20,14,0.145,0.154
2009-07-20,15,0.075,0.141
2009-07-20,16,0.045,0.046
2009-07-20,17,0.089,0.149
2009-07-20,18,0.14,0.143
2009-07-20,19,0.064,0.376
2009-07-20,20,0.349,0.45
2009-07-20,21,0.539,0.575
2009-07-20,22,0.437,0.438
2009-07-20,23,0.94,0.951
2009-07-20,24,0.617,0.758
2009-07-21,1,0.206,0.582
2009-07-21,2,0.155,0.156
2009-07-21,3,0.059,0.143
2009-07-21,4,0.059,0.097
2009-07-21,5,0.159,0.165
2009-07-21,6,0.147,0.154
2009-07-21,7,0.053,0.053
2009-07-21,8,0.053,0.148
2009-07-21,9,0.263,0.332
2009-07-21,10,0.045,0.125
2009-07-21,11,0.045,0.045
2009-07-21,12,0.138,0.146
2009-07-21,13,0.138,0.141
2009-07-21,14,0.044,0.045
2009-07-21,15,0.044,0.125
2009-07-21,16,0.142,0.147
2009-07-21,17,0.094,0.139
2009-07-21,18,0.044,0.044
2009-07-21,19,0.065,0.151
2009-07-21,20,0.142,0.145
2009-07-21,21,0.069,0.139
2009-07-21,22,0.044,0.044
2009-07-21,23,0.084,0.15
2009-07-21,24,0.142,0.144
2009-07-22,1,0.046,0.11
2009-07-22,2,0.046,0.046
2009-07-22,3,0.128,0.151
2009-07-22,4,0.143,0.146
2009-07-22,5,0.046,0.09
2009-07-22,6,0.046,0.046
2009-07-22,7,0.139,0.15
2009-07-22,8,0.141,0.145
2009-07-22,9,0.045,0.052
2009-07-22,10,0.045,0.062
2009-07-22,11,0.145,0.152
2009-07-22,12,0.132,0.141
2009-07-22,13,0.044,0.045
2009-07-22,14,0.045,0.092
2009-07-22,15,0.145,0.15
2009-07-22,16,0.128,0.141
2009-07-22,17,0.044,0.044
2009-07-22,18,0.044,0.116
2009-07-22,19,0.148,1.547
2009-07-22,20,0.386,0.489
2009-07-22,21,0.159,0.27
2009-07-22,22,0.127,0.171
2009-07-22,23,0.531,0.534
2009-07-22,24,0.505,1.239
2009-07-23,1,0.149,0.28
2009-07-23,2,0.137,0.232
2009-07-23,3,0.222,0.226
2009-07-23,4,0.135,0.22
2009-07-23,5,0.125,0.125
2009-07-23,6,0.196,0.23
2009-07-23,7,0.216,0.224
2009-07-23,8,0.132,0.322
2009-07-23,9,0.157,1.347
2009-07-23,10,0.146,0.15
2009-07-23,11,0.051,0.095
2009-07-23,12,0.051,0.071
2009-07-23,13,0.15,0.157
2009-07-23,14,0.135,0.148
2009-07-23,15,0.051,0.051
2009-07-23,16,0.051,0.133
2009-07-23,17,0.15,0.154
2009-07-23,18,0.098,0.146
2009-07-23,19,0.049,0.049
2009-07-23,20,0.061,0.159
2009-07-23,21,0.147,0.151
2009-07-23,22,0.049,0.118
2009-07-23,23,0.05,0.069
2009-07-23,24,0.148,0.359
2009-07-24,1,0.221,0.365
2009-07-24,2,0.06,0.104
2009-07-24,3,0.059,0.09
2009-07-24,4,0.154,0.159
2009-07-24,5,0.096,0.15
2009-07-24,6,0.052,0.052
2009-07-24,7,0.052,0.156
2009-07-24,8,0.151,0.153
2009-07-24,9,0.045,0.239
2009-07-24,10,0.044,0.062
2009-07-24,11,0.143,0.15
2009-07-24,12,0.072,0.14
2009-07-24,13,0.044,0.044
2009-07-24,14,0.087,0.15
2009-07-24,15,0.141,0.143
2009-07-24,16,0.044,0.072
2009-07-24,17,0.044,0.082
2009-07-24,18,0.143,0.216
2009-07-24,19,0.14,0.141
2009-07-24,20,0.138,0.223
2009-07-24,21,0.459,0.493
2009-07-24,22,1.913,2.045
2009-07-24,23,0.55,2.414
2009-07-24,24,0.472,0.594
2009-07-25,1,0.249,0.327
2009-07-25,2,0.058,0.183
2009-07-25,3,0.053,0.053
2009-07-25,4,0.117,0.158
2009-07-25,5,0.15,0.153
2009-07-25,6,0.054,0.062
2009-07-25,7,0.053,0.085
2009-07-25,8,0.153,0.159
2009-07-25,9,0.084,0.15
2009-07-25,10,0.052,1.173
2009-07-25,11,0.309,1.37
2009-07-25,12,0.145,0.927
2009-07-25,13,0.113,1.766
2009-07-25,14,1.302,1.969
2009-07-25,15,1.04,1.596
2009-07-25,16,0.788,1.648
2009-07-25,17,0.313,1.43
2009-07-25,18,0.248,1.041
2009-07-25,19,0.175,1.36
2009-07-25,20,0.984,2.03
2009-07-25,21,0.561,1.175
2009-07-25,22,0.462,0.875
2009-07-25,23,0.726,0.747
2009-07-25,24,0.654,0.701
2009-07-26,1,0.676,0.719
2009-07-26,2,0.668,0.692
2009-07-26,3,0.711,0.721
2009-07-26,4,0.291,0.534
2009-07-26,5,0.12,0.121
2009-07-26,6,0.23,0.234
2009-07-26,7,0.125,0.226
2009-07-26,8,0.124,0.232
2009-07-26,9,0.12,0.222
2009-07-26,10,0.119,0.228
2009-07-26,11,0.12,0.198
2009-07-26,12,0.136,0.365
2009-07-26,13,1.445,3.493
2009-07-26,14,0.304,0.413
2009-07-26,15,0.381,0.45
2009-07-26,16,0.165,0.208
2009-07-26,17,0.044,0.09
2009-07-26,18,0.136,0.146
