date,time,lower,upper
2009-07-14,1,0.621,2.219
2009-07-14,2,0.312,0.332
2009-07-14,3,0.282,0.307
2009-07-14,4,0.219,0.301
2009-07-14,5,0.225,0.271
2009-07-14,6,0.239,0.251
2009-07-14,7,0.213,0.272
2009-07-14,8,0.168,0.288
2009-07-14,9,0.172,0.46
2009-07-14,10,0.137,0.226
2009-07-14,11,0.132,0.439
2009-07-14,12,0.566,0.608
2009-07-14,13,0.11,0.306
2009-07-14,14,0.111,0.199
2009-07-14,15,0.194,0.419
2009-07-14,16,1.848,1.946
2009-07-14,17,0.232,0.777
2009-07-14,18,0.202,0.388
2009-07-14,19,0.181,0.4
2009-07-14,20,0.301,0.331
2009-07-14,21,0.27,0.286
2009-07-14,22,0.288,0.342
2009-07-14,23,0.618,3.344
2009-07-14,24,4.497,5.37
2009-07-15,1,0.29,3.094
2009-07-15,2,0.254,0.261
2009-07-15,3,0.235,0.257
2009-07-15,4,0.227,0.261
2009-07-15,5,0.23,0.26
2009-07-15,6,0.235,0.27
2009-07-15,7,0.305,0.306
2009-07-15,8,0.211,0.278
2009-07-15,9,0.231,0.238
2009-07-15,10,0.147,0.256
2009-07-15,11,0.208,0.727
2009-07-15,12,0.166,0.242
2009-07-15,13,0.256,0.88
2009-07-15,14,0.096,0.149
2009-07-15,15,0.102,0.143
2009-07-15,16,0.107,0.141
2009-07-15,17,0.107,0.15
2009-07-15,18,0.109,0.14
2009-07-15,19,0.117,2.063
2009-07-15,20,0.582,1.761
2009-07-15,21,0.336,0.364
2009-07-15,22,0.25,0.361
2009-07-15,23,0.285,0.421
2009-07-15,24,0.374,0.544
2009-07-16,1,0.261,0.791
2009-07-16,2,0.253,0.314
2009-07-16,3,0.254,0.338
2009-07-16,4,0.259,0.275
2009-07-16,5,0.245,0.283
2009-07-16,6,0.264,0.27
2009-07-16,7,0.246,0.271
2009-07-16,8,0.215,0.731
2009-07-16,9,0.114,0.14
2009-07-16,10,0.521,0.579
2009-07-16,11,0.762,1.218
2009-07-16,12,1.093,1.554
2009-07-16,13,0.158,0.257
2009-07-16,14,0.148,0.162
2009-07-16,15,0.134,0.175
2009-07-16,16,0.125,0.185
2009-07-16,17,0.121,0.191
2009-07-16,18,0.122,0.178
2009-07-16,19,0.247,0.501
2009-07-16,20,0.253,0.416
2009-07-16,21,0.299,1.983
2009-07-16,22,0.62,1.402
2009-07-16,23,0.725,1.031
2009-07-16,24,1.561,2.115
2009-07-17,1,0.359,1.134
2009-07-17,2,0.318,0.355
2009-07-17,3,0.227,0.316
2009-07-17,4,0.22,0.306
2009-07-17,5,0.216,0.31
2009-07-17,6,0.218,0.308
2009-07-17,7,0.224,0.31
2009-07-17,8,0.128,0.214
2009-07-17,9,0.091,0.189
2009-07-17,10,0.481,3.508
2009-07-17,11,0.234,0.273
2009-07-17,12,0.272,0.506
2009-07-17,13,0.141,2.425
2009-07-17,14,0.132,0.132
2009-07-17,15,0.124,0.141
2009-07-17,16,0.116,0.179
2009-07-17,17,0.161,0.201
2009-07-17,18,0.109,0.172
2009-07-17,19,0.097,0.182
2009-07-17,20,0.087,0.184
2009-07-17,21,0.087,0.177
2009-07-17,22,0.092,0.171
2009-07-17,23,0.104,0.155
2009-07-17,24,0.108,0.15
2009-07-18,1,0.118,0.133
2009-07-18,2,0.123,0.128
2009-07-18,3,0.114,0.139
2009-07-18,4,0.104,0.146
2009-07-18,5,0.126,0.258
2009-07-18,6,0.117,0.162
2009-07-18,7,0.182,0.2
2009-07-18,8,0.117,0.144
2009-07-18,9,0.092,0.173
2009-07-18,10,0.086,0.183
2009-07-18,11,0.086,0.183
2009-07-18,12,0.1,0.46
2009-07-18,13,0.102,0.156
2009-07-18,14,0.104,0.149
2009-07-18,15,0.115,0.147
2009-07-18,16,0.127,0.131
2009-07-18,17,0.411,0.961
2009-07-18,18,0.498,0.611
2009-07-18,19,0.25,0.548
2009-07-18,20,0.375,2.174
2009-07-18,21,2.186,2.281
2009-07-18,22,0.9,1.789
