date,time,lower,upper
2009-07-14,1,0.642,0.659
2009-07-14,2,0.576,0.641
2009-07-14,3,0.631,1.518
2009-07-14,4,2.456,3.013
2009-07-14,5,0.412,1.12
2009-07-14,6,0.251,0.271
2009-07-14,7,0.248,0.301
2009-07-14,8,0.447,0.463
2009-07-14,9,0.295,0.408
2009-07-14,10,0.269,0.287
2009-07-14,11,0.243,0.298
2009-07-14,12,0.31,0.387
2009-07-14,13,0.495,0.813
2009-07-14,14,0.58,0.64
2009-07-14,15,0.5,0.543
2009-07-14,16,0.499,0.558
2009-07-14,17,0.56,0.966
2009-07-14,18,0.706,0.909
2009-07-14,19,0.749,1.298
2009-07-14,20,1.858,2.97
2009-07-14,21,0.787,1.017
2009-07-14,22,0.608,0.799
2009-07-14,23,0.749,0.779
2009-07-14,24,0.67,0.699
2009-07-15,1,0.54,0.57
2009-07-15,2,0.526,1.013
2009-07-15,3,0.929,1.048
2009-07-15,4,0.629,1.132
2009-07-15,5,0.298,0.453
2009-07-15,6,0.349,0.357
2009-07-15,7,0.389,0.517
2009-07-15,8,0.254,0.323
2009-07-15,9,0.31,1.03
2009-07-15,10,0.303,0.306
2009-07-15,11,0.248,0.261
2009-07-15,12,0.267,0.298
2009-07-15,13,0.475,0.596
2009-07-15,14,1.25,1.577
2009-07-15,15,0.353,0.453
2009-07-15,16,0.368,0.405
2009-07-15,17,1.377,1.719
2009-07-15,18,0.613,0.801
2009-07-15,19,0.788,0.978
2009-07-15,20,0.855,1.294
2009-07-15,21,1.631,2.552
2009-07-15,22,0.743,0.751
2009-07-15,23,1.517,1.524
2009-07-15,24,1.255,1.392
2009-07-16,1,0.723,0.828
2009-07-16,2,0.72,2.103
2009-07-16,3,1.447,2.298
2009-07-16,4,0.725,1.19
2009-07-16,5,0.296,0.396
2009-07-16,6,0.3,0.347
2009-07-16,7,0.294,0.352
2009-07-16,8,0.331,0.343
2009-07-16,9,0.297,0.393
2009-07-16,10,0.276,0.357
2009-07-16,11,0.421,0.879
2009-07-16,12,0.69,1.04
2009-07-16,13,0.356,0.397
2009-07-16,14,0.17,0.181
2009-07-16,15,0.219,0.244
2009-07-16,16,0.17,0.23
2009-07-16,17,0.553,1.433
2009-07-16,18,1.539,2.81
2009-07-16,19,1.052,2.242
2009-07-16,20,0.55,0.575
2009-07-16,21,0.579,0.611
2009-07-16,22,0.748,0.912
2009-07-16,23,0.479,0.647
2009-07-16,24,0.484,0.527
2009-07-17,1,0.557,0.736
2009-07-17,2,0.648,0.75
2009-07-17,3,0.574,0.575
2009-07-17,4,1.319,2.134
2009-07-17,5,0.603,1.285
2009-07-17,6,0.314,0.495
2009-07-17,7,0.277,0.325
2009-07-17,8,0.276,0.31
2009-07-17,9,0.314,0.343
2009-07-17,10,0.392,0.596
2009-07-17,11,0.327,0.623
2009-07-17,12,0.366,0.532
2009-07-17,13,0.336,0.452
2009-07-17,14,0.358,0.429
2009-07-17,15,0.307,0.482
2009-07-17,16,0.29,0.352
2009-07-17,17,0.23,0.702
2009-07-17,18,0.451,0.454
2009-07-17,19,0.477,0.499
2009-07-17,20,0.349,0.427
2009-07-17,21,0.404,0.593
2009-07-17,22,0.565,0.685
2009-07-17,23,0.649,0.69
2009-07-17,24,0.881,0.922
2009-07-18,1,0.701,0.921
2009-07-18,2,0.587,0.695
2009-07-18,3,0.538,0.595
2009-07-18,4,0.464,0.845
2009-07-18,5,0.568,1.994
2009-07-18,6,0.367,0.456
2009-07-18,7,0.236,0.42
2009-07-18,8,0.225,0.278
2009-07-18,9,0.22,0.304
2009-07-18,10,0.248,0.278
2009-07-18,11,0.315,0.316
2009-07-18,12,0.305,0.646
2009-07-18,13,1.911,2.034
2009-07-18,14,0.802,1.065
2009-07-18,15,0.706,1.009
2009-07-18,16,0.801,1.029
2009-07-18,17,0.711,0.725
2009-07-18,18,0.66,0.722
2009-07-18,19,0.655,0.813
2009-07-18,20,0.934,2.8
2009-07-18,21,0.336,0.368
2009-07-18,22,0.442,0.552
2009-07-18,23,0.5,0.634
2009-07-18,24,0.759,0.786
2009-07-19,1,0.771,1.143
2009-07-19,2,0.635,0.931
2009-07-19,3,0.525,0.97
2009-07-19,4,0.233,0.473
2009-07-19,5,0.221,0.235
2009-07-19,6,0.188,0.238
2009-07-19,7,0.199,0.217
2009-07-19,8,0.2,0.234
2009-07-19,9,0.226,0.282
2009-07-19,10,0.533,0.709
2009-07-19,11,0.466,0.476
2009-07-19,12,0.298,0.49
2009-07-19,13,0.283,0.333
2009-07-19,14,0.487,2.11
2009-07-19,15,0.585,0.719
2009-07-19,16,0.412,0.921
2009-07-19,17,0.301,0.343
2009-07-19,18,0.317,0.487
2009-07-19,19,0.299,0.325
2009-07-19,20,0.252,0.341
2009-07-19,21,0.412,2.096
2009-07-19,22,0.491,1.376
2009-07-19,23,0.634,2.49
2009-07-19,24,0.703,0.712
2009-07-20,1,0.599,0.669
2009-07-20,2,0.6,0.615
2009-07-20,3,0.65,0.831
2009-07-20,4,0.603,0.946
2009-07-20,5,0.334,0.473
