date,time,lower,upper
2009-07-14,1,0.19,0.223
2009-07-14,2,0.197,0.313
2009-07-14,3,0.181,0.241
2009-07-14,4,0.207,0.296
2009-07-14,5,0.204,0.328
2009-07-14,6,0.204,0.205
2009-07-14,7,0.283,0.34
2009-07-14,8,1.967,2.839
2009-07-14,9,0.317,0.449
2009-07-14,10,1.492,1.813
2009-07-14,11,0.131,0.223
2009-07-14,12,0.162,0.38
2009-07-14,13,0.319,0.354
2009-07-14,14,0.495,0.733
2009-07-14,15,1.06,1.474
2009-07-14,16,0.079,0.489
2009-07-14,17,1.304,2.01
2009-07-14,18,0.375,1.384
2009-07-14,19,0.326,0.443
2009-07-14,20,0.176,0.204
2009-07-14,21,0.302,0.352
2009-07-14,22,1.817,2.192
2009-07-14,23,0.384,0.699
2009-07-14,24,0.184,0.302
2009-07-15,1,0.153,0.259
2009-07-15,2,0.12,0.155
2009-07-15,3,0.174,0.317
2009-07-15,4,0.121,0.121
2009-07-15,5,0.22,0.249
2009-07-15,6,0.121,0.122
2009-07-15,7,0.173,2.251
2009-07-15,8,0.068,0.542
2009-07-15,9,0.163,1.684
2009-07-15,10,0.262,0.436
2009-07-15,11,0.209,0.247
2009-07-15,12,0.076,0.087
2009-07-15,13,0.197,0.208
2009-07-15,14,0.201,0.28
2009-07-15,15,0.323,1.696
2009-07-15,16,0.35,0.758
2009-07-15,17,0.077,0.199
2009-07-15,18,0.168,0.168
2009-07-15,19,0.075,0.075
2009-07-15,20,0.148,0.197
2009-07-15,21,0.228,0.269
2009-07-15,22,0.277,0.397
2009-07-15,23,0.24,0.498
2009-07-15,24,0.173,0.256
2009-07-16,1,0.121,0.123
2009-07-16,2,0.208,0.233
2009-07-16,3,0.111,0.112
2009-07-16,4,0.165,0.243
2009-07-16,5,0.112,0.151
2009-07-16,6,0.113,0.207
2009-07-16,7,0.119,0.248
2009-07-16,8,0.111,0.139
2009-07-16,9,0.416,1.387
2009-07-16,10,0.09,0.223
2009-07-16,11,0.131,0.216
2009-07-16,12,0.108,0.242
2009-07-16,13,0.371,0.512
2009-07-16,14,0.223,1.933
2009-07-16,15,0.459,1.642
2009-07-16,16,0.261,0.708
2009-07-16,17,0.081,0.367
2009-07-16,18,0.198,2.571
2009-07-16,19,2.217,2.316
2009-07-16,20,0.712,1.874
2009-07-16,21,0.44,1.329
2009-07-16,22,0.809,1.722
