date,time,lower,upper
2009-07-14,1,0.265,0.454
2009-07-14,2,0.149,0.231
2009-07-14,3,0.176,0.179
2009-07-14,4,0.157,0.192
2009-07-14,5,0.159,0.189
2009-07-14,6,0.146,0.156
2009-07-14,7,0.133,0.202
2009-07-14,8,0.214,0.325
2009-07-14,9,0.243,0.275
2009-07-14,10,0.422,0.795
2009-07-14,11,0.494,0.584
2009-07-14,12,0.56,0.791
2009-07-14,13,0.433,0.702
2009-07-14,14,0.393,1.631
2009-07-14,15,0.249,1.938
2009-07-14,16,0.238,0.416
2009-07-14,17,0.465,1.364
2009-07-14,18,1.355,1.746
2009-07-14,19,0.78,0.787
2009-07-14,20,0.408,0.612
2009-07-14,21,0.418,0.586
2009-07-14,22,0.444,0.582
2009-07-14,23,0.609,0.707
2009-07-14,24,0.525,0.774
2009-07-15,1,0.293,0.578
2009-07-15,2,0.113,0.264
2009-07-15,3,0.108,0.273
2009-07-15,4,0.107,0.271
2009-07-15,5,0.15,0.227
2009-07-15,6,0.168,0.21
2009-07-15,7,0.139,0.211
2009-07-15,8,0.347,0.363
2009-07-15,9,0.338,0.832
2009-07-15,10,0.149,0.243
2009-07-15,11,0.191,0.226
2009-07-15,12,0.219,0.385
2009-07-15,13,0.136,0.281
2009-07-15,14,0.123,0.276
2009-07-15,15,0.12,0.249
2009-07-15,16,0.133,0.196
2009-07-15,17,0.164,0.181
2009-07-15,18,0.175,0.176
2009-07-15,19,0.251,0.526
2009-07-15,20,0.359,0.531
2009-07-15,21,0.548,0.681
2009-07-15,22,0.581,0.686
2009-07-15,23,0.787,0.862
2009-07-15,24,1.046,1.582
2009-07-16,1,0.297,0.518
2009-07-16,2,0.158,0.202
2009-07-16,3,0.162,0.198
2009-07-16,4,0.151,0.199
2009-07-16,5,0.111,0.211
2009-07-16,6,0.116,0.238
2009-07-16,7,0.13,0.23
2009-07-16,8,0.224,0.324
2009-07-16,9,0.275,0.586
2009-07-16,10,0.328,0.614
2009-07-16,11,0.162,0.192
2009-07-16,12,0.158,0.19
2009-07-16,13,0.177,0.347
2009-07-16,14,1.524,1.804
2009-07-16,15,1.73,2.022
2009-07-16,16,1.378,2.024
2009-07-16,17,1.044,2.123
2009-07-16,18,0.833,2.666
2009-07-16,19,0.479,1.048
2009-07-16,20,0.325,0.375
2009-07-16,21,0.242,0.408
2009-07-16,22,0.269,0.275
2009-07-16,23,0.777,0.949
2009-07-16,24,0.284,0.844
2009-07-17,1,0.141,0.284
2009-07-17,2,0.107,0.241
2009-07-17,3,0.147,0.209
2009-07-17,4,0.172,0.187
2009-07-17,5,0.17,0.175
2009-07-17,6,0.142,0.162
2009-07-17,7,0.162,0.188
2009-07-17,8,0.256,0.285
2009-07-17,9,0.245,0.317
2009-07-17,10,0.192,0.261
2009-07-17,11,0.399,0.646
2009-07-17,12,0.747,1.535
2009-07-17,13,0.596,1.927
2009-07-17,14,0.607,2.42
2009-07-17,15,0.944,2.332
2009-07-17,16,0.453,0.625
2009-07-17,17,0.444,0.479
2009-07-17,18,0.43,0.481
2009-07-17,19,0.804,0.993
2009-07-17,20,1.048,1.636
2009-07-17,21,0.651,0.705
2009-07-17,22,0.728,0.918
2009-07-17,23,1.13,1.31
2009-07-17,24,0.995,1.069
2009-07-18,1,0.554,0.707
2009-07-18,2,0.222,0.335
2009-07-18,3,0.17,0.192
2009-07-18,4,0.131,0.232
2009-07-18,5,0.114,0.248
2009-07-18,6,0.11,0.244
