date,time,lower,upper
2009-07-14,1,0.331,0.443
2009-07-14,2,0.389,0.459
2009-07-14,3,0.314,0.327
2009-07-14,4,0.331,0.337
2009-07-14,5,0.32,0.334
2009-07-14,6,0.317,0.334
2009-07-14,7,0.316,0.334
2009-07-14,8,0.647,0.792
2009-07-14,9,0.598,0.681
2009-07-14,10,0.489,0.491
2009-07-14,11,0.522,0.589
2009-07-14,12,0.551,0.778
2009-07-14,13,0.528,0.779
2009-07-14,14,0.411,0.443
2009-07-14,15,0.504,1.488
2009-07-14,16,0.53,0.634
2009-07-14,17,0.875,2.542
2009-07-14,18,0.427,0.612
2009-07-14,19,0.411,0.57
2009-07-14,20,0.705,1.131
2009-07-14,21,0.383,0.417
2009-07-14,22,1.929,2.765
2009-07-14,23,1.939,2.405
2009-07-14,24,0.515,0.648
2009-07-15,1,0.532,0.573
2009-07-15,2,0.264,0.494
2009-07-15,3,0.307,0.369
2009-07-15,4,0.285,0.655
2009-07-15,5,0.451,0.469
2009-07-15,6,0.414,0.422
2009-07-15,7,0.19,0.198
2009-07-15,8,0.179,0.197
2009-07-15,9,0.184,0.398
2009-07-15,10,0.955,1.132
2009-07-15,11,0.479,3.661
2009-07-15,12,1.461,1.857
2009-07-15,13,0.649,0.754
2009-07-15,14,0.363,0.442
2009-07-15,15,0.468,0.798
2009-07-15,16,0.418,0.61
2009-07-15,17,0.597,1.249
2009-07-15,18,0.734,0.825
2009-07-15,19,2.262,4.936
2009-07-15,20,0.3,1.129
2009-07-15,21,0.535,0.536
2009-07-15,22,0.471,0.554
2009-07-15,23,0.546,1.298
2009-07-15,24,0.847,0.973
2009-07-16,1,0.267,0.512
2009-07-16,2,0.344,0.362
2009-07-16,3,0.328,0.341
2009-07-16,4,0.345,0.476
2009-07-16,5,0.332,0.387
2009-07-16,6,0.324,0.335
2009-07-16,7,0.321,0.342
2009-07-16,8,0.336,0.807
2009-07-16,9,0.436,0.494
2009-07-16,10,0.142,0.177
2009-07-16,11,0.339,0.438
2009-07-16,12,0.306,0.342
2009-07-16,13,0.332,0.547
2009-07-16,14,0.329,0.339
2009-07-16,15,0.393,0.625
2009-07-16,16,0.406,0.623
2009-07-16,17,0.539,0.591
2009-07-16,18,0.61,0.832
2009-07-16,19,0.546,0.683
2009-07-16,20,0.499,0.549
2009-07-16,21,0.639,2.16
2009-07-16,22,0.806,1.186
2009-07-16,23,0.785,1.664
2009-07-16,24,0.844,1.901
2009-07-17,1,0.671,0.691
2009-07-17,2,0.682,1.036
2009-07-17,3,0.672,0.682
2009-07-17,4,0.669,0.679
2009-07-17,5,0.405,0.434
2009-07-17,6,0.286,0.355
2009-07-17,7,0.236,0.382
2009-07-17,8,0.438,0.447
2009-07-17,9,0.44,0.442
2009-07-17,10,0.532,0.688
2009-07-17,11,0.47,0.601
2009-07-17,12,0.481,0.613
2009-07-17,13,0.544,0.7
2009-07-17,14,0.693,1.021
2009-07-17,15,0.478,0.536
2009-07-17,16,0.389,0.422
2009-07-17,17,0.409,0.592
2009-07-17,18,0.407,0.443
