date,time,lower,upper
2009-07-14,1,0.757,1.018
2009-07-14,2,0.518,0.89
2009-07-14,3,0.274,0.279
2009-07-14,4,0.218,0.274
2009-07-14,5,0.179,0.183
2009-07-14,6,0.198,0.267
2009-07-14,7,0.255,0.265
2009-07-14,8,0.175,0.179
2009-07-14,9,0.162,0.236
2009-07-14,10,0.243,0.475
2009-07-14,11,0.1,1.271
2009-07-14,12,0.447,0.824
2009-07-14,13,0.457,0.704
2009-07-14,14,0.161,0.162
2009-07-14,15,0.277,0.303
2009-07-14,16,0.191,0.252
2009-07-14,17,0.19,0.231
2009-07-14,18,0.278,0.359
2009-07-14,19,0.253,0.265
2009-07-14,20,0.257,0.28
2009-07-14,21,0.74,1.211
2009-07-14,22,0.744,1.013
2009-07-14,23,1.755,4.598
2009-07-14,24,1.36,3.698
2009-07-15,1,0.396,0.66
2009-07-15,2,0.362,0.386
2009-07-15,3,0.191,0.294
2009-07-15,4,0.162,0.162
2009-07-15,5,0.224,0.246
2009-07-15,6,0.577,3.116
2009-07-15,7,0.16,0.187
2009-07-15,8,0.158,0.248
2009-07-15,9,0.241,0.349
2009-07-15,10,0.235,0.238
2009-07-15,11,0.157,0.232
2009-07-15,12,0.733,0.899
2009-07-15,13,0.317,1.037
2009-07-15,14,0.289,0.29
2009-07-15,15,0.264,0.307
2009-07-15,16,0.258,0.321
2009-07-15,17,0.271,0.555
2009-07-15,18,0.267,0.315
2009-07-15,19,1.651,2.157
2009-07-15,20,0.597,1.64
2009-07-15,21,1.038,4.608
2009-07-15,22,1.294,3.319
2009-07-15,23,3.803,3.898
2009-07-15,24,0.674,0.976
2009-07-16,1,0.335,0.454
2009-07-16,2,0.264,0.264
2009-07-16,3,0.218,0.235
2009-07-16,4,0.241,0.244
2009-07-16,5,0.237,0.239
2009-07-16,6,0.69,2.9
2009-07-16,7,0.162,0.185
2009-07-16,8,0.248,0.369
2009-07-16,9,0.239,0.244
2009-07-16,10,0.155,0.218
2009-07-16,11,0.156,0.156
2009-07-16,12,0.675,1.127
2009-07-16,13,0.547,0.832
2009-07-16,14,0.261,0.281
2009-07-16,15,0.194,0.259
2009-07-16,16,0.191,0.192
2009-07-16,17,0.234,0.257
2009-07-16,18,0.272,0.274
2009-07-16,19,0.243,0.52
2009-07-16,20,0.273,0.704
2009-07-16,21,0.988,1.88
2009-07-16,22,3.192,3.299
2009-07-16,23,1.237,1.451
2009-07-16,24,1.366,1.524
2009-07-17,1,0.348,0.354
2009-07-17,2,0.259,0.351
2009-07-17,3,0.252,0.317
2009-07-17,4,0.283,0.31
2009-07-17,5,0.242,0.274
2009-07-17,6,0.656,3.058
2009-07-17,7,0.163,0.21
2009-07-17,8,0.244,0.293
2009-07-17,9,0.239,0.24
2009-07-17,10,0.192,0.235
2009-07-17,11,0.155,0.226
2009-07-17,12,0.284,0.6
2009-07-17,13,0.566,1.082
2009-07-17,14,0.215,1.023
2009-07-17,15,0.174,0.188
2009-07-17,16,0.248,0.41
2009-07-17,17,0.264,0.716
2009-07-17,18,0.191,0.363
2009-07-17,19,0.86,3.772
2009-07-17,20,1.273,2.859
2009-07-17,21,0.346,1.241
2009-07-17,22,1.356,2.03
2009-07-17,23,1.007,1.74
