date,time,lower,upper
2009-07-14,1,0.203,0.257
2009-07-14,2,0.198,0.258
2009-07-14,3,0.199,0.282
2009-07-14,4,0.199,0.233
2009-07-14,5,0.213,0.294
2009-07-14,6,0.199,0.199
2009-07-14,7,0.234,0.275
2009-07-14,8,0.198,0.2
2009-07-14,9,0.354,0.728
2009-07-14,10,0.276,1.036
2009-07-14,11,0.287,0.577
2009-07-14,12,0.373,0.584
2009-07-14,13,0.323,3.791
2009-07-14,14,0.274,0.349
2009-07-14,15,0.438,0.498
2009-07-14,16,0.266,0.465
2009-07-14,17,0.243,0.293
2009-07-14,18,0.214,0.259
2009-07-14,19,0.478,0.504
2009-07-14,20,0.439,0.834
2009-07-14,21,0.266,0.401
2009-07-14,22,0.426,0.504
2009-07-14,23,0.565,0.599
2009-07-14,24,0.202,0.334
2009-07-15,1,0.203,0.297
2009-07-15,2,0.202,0.219
2009-07-15,3,0.228,0.28
2009-07-15,4,0.201,0.201
2009-07-15,5,0.257,0.257
2009-07-15,6,0.2,0.217
2009-07-15,7,0.236,0.272
2009-07-15,8,0.198,0.199
2009-07-15,9,0.454,0.566
2009-07-15,10,0.282,1.215
2009-07-15,11,0.369,0.446
2009-07-15,12,0.454,0.481
2009-07-15,13,0.21,0.39
2009-07-15,14,0.216,0.451
2009-07-15,15,0.211,0.491
2009-07-15,16,0.304,0.352
2009-07-15,17,1.408,1.997
2009-07-15,18,0.215,0.525
2009-07-15,19,0.469,0.475
2009-07-15,20,0.238,0.435
2009-07-15,21,0.29,0.461
2009-07-15,22,0.295,0.356
2009-07-15,23,0.509,0.532
2009-07-15,24,0.203,0.348
2009-07-16,1,0.211,0.301
2009-07-16,2,0.203,0.203
2009-07-16,3,0.253,0.26
2009-07-16,4,0.203,0.203
2009-07-16,5,0.211,0.3
2009-07-16,6,0.201,0.238
2009-07-16,7,0.2,0.27
2009-07-16,8,0.199,0.268
2009-07-16,9,0.341,0.526
2009-07-16,10,0.799,0.835
2009-07-16,11,0.213,0.233
2009-07-16,12,0.215,0.507
2009-07-16,13,0.219,0.307
2009-07-16,14,0.213,0.228
2009-07-16,15,0.304,0.578
2009-07-16,16,0.217,0.42
2009-07-16,17,0.619,3.117
2009-07-16,18,0.332,0.96
2009-07-16,19,0.419,0.463
2009-07-16,20,0.441,0.458
2009-07-16,21,0.215,0.589
2009-07-16,22,0.918,1.929
2009-07-16,23,0.5,0.646
2009-07-16,24,0.295,0.351
2009-07-17,1,0.204,0.328
2009-07-17,2,0.201,0.222
2009-07-17,3,0.227,0.291
2009-07-17,4,0.201,0.212
2009-07-17,5,0.248,0.275
2009-07-17,6,0.201,0.202
2009-07-17,7,0.257,0.259
2009-07-17,8,0.2,0.666
2009-07-17,9,0.808,0.987
2009-07-17,10,0.514,0.546
2009-07-17,11,0.427,0.43
2009-07-17,12,0.246,0.48
2009-07-17,13,0.212,0.224
2009-07-17,14,0.236,0.72
2009-07-17,15,0.235,0.243
2009-07-17,16,0.304,0.476
2009-07-17,17,0.213,0.286
2009-07-17,18,0.534,1.076
2009-07-17,19,0.338,0.505
