date,time,lower,upper
2009-07-14,1,0.147,0.192
2009-07-14,2,0.141,0.201
2009-07-14,3,0.14,0.206
2009-07-14,4,0.141,0.203
2009-07-14,5,0.141,0.196
2009-07-14,6,0.161,0.176
2009-07-14,7,0.245,0.313
2009-07-14,8,0.235,0.421
2009-07-14,9,0.155,0.187
2009-07-14,10,0.156,0.187
2009-07-14,11,0.157,0.335
2009-07-14,12,0.18,0.248
2009-07-14,13,0.159,0.185
2009-07-14,14,0.148,0.191
2009-07-14,15,0.153,0.199
2009-07-14,16,0.138,0.194
2009-07-14,17,0.135,0.195
2009-07-14,18,0.148,0.197
2009-07-14,19,0.162,0.185
2009-07-14,20,1.277,2.676
2009-07-14,21,0.553,0.674
2009-07-14,22,0.54,0.558
2009-07-14,23,0.322,0.573
2009-07-14,24,0.162,0.327
2009-07-15,1,0.142,0.16
2009-07-15,2,0.153,0.308
2009-07-15,3,0.164,0.211
2009-07-15,4,0.155,0.177
2009-07-15,5,0.153,0.158
2009-07-15,6,0.15,0.158
2009-07-15,7,0.231,0.288
2009-07-15,8,0.158,0.205
2009-07-15,9,0.196,0.371
2009-07-15,10,0.147,0.162
2009-07-15,11,0.147,0.162
2009-07-15,12,0.154,0.16
2009-07-15,13,0.147,0.158
2009-07-15,14,0.139,0.158
2009-07-15,15,0.146,0.153
2009-07-15,16,0.147,0.154
2009-07-15,17,0.146,0.157
2009-07-15,18,0.144,0.16
2009-07-15,19,0.148,0.163
2009-07-15,20,0.161,0.218
2009-07-15,21,0.439,1.132
2009-07-15,22,0.498,0.916
2009-07-15,23,1.233,2.494
2009-07-15,24,0.336,0.87
2009-07-16,1,0.142,0.198
2009-07-16,2,0.15,0.155
2009-07-16,3,0.146,0.16
2009-07-16,4,0.14,0.158
2009-07-16,5,0.147,0.152
2009-07-16,6,0.144,0.151
2009-07-16,7,0.244,0.264
2009-07-16,8,0.31,0.751
2009-07-16,9,0.151,0.184
2009-07-16,10,0.133,0.15
2009-07-16,11,0.14,0.199
2009-07-16,12,0.16,0.284
2009-07-16,13,0.152,0.166
2009-07-16,14,0.145,0.154
2009-07-16,15,0.141,0.152
2009-07-16,16,0.14,0.157
2009-07-16,17,0.153,0.155
2009-07-16,18,0.138,0.155
2009-07-16,19,0.136,0.148
2009-07-16,20,0.14,0.147
2009-07-16,21,0.139,0.153
2009-07-16,22,0.146,0.151
2009-07-16,23,0.133,0.154
2009-07-16,24,0.144,0.145
2009-07-17,1,0.145,0.147
2009-07-17,2,0.136,0.152
2009-07-17,3,0.147,0.152
2009-07-17,4,0.141,0.154
2009-07-17,5,0.136,0.152
2009-07-17,6,0.143,0.146
2009-07-17,7,0.135,0.153
2009-07-17,8,0.139,0.152
2009-07-17,9,0.144,0.146
2009-07-17,10,0.136,0.152
2009-07-17,11,0.138,0.15
2009-07-17,12,0.138,0.149
2009-07-17,13,0.137,0.153
2009-07-17,14,0.15,0.15
2009-07-17,15,0.14,0.154
2009-07-17,16,0.135,0.154
2009-07-17,17,0.137,0.146
2009-07-17,18,0.135,0.146
2009-07-17,19,0.135,0.15
2009-07-17,20,0.138,0.15
2009-07-17,21,0.149,0.151
2009-07-17,22,0.139,0.152
2009-07-17,23,0.136,0.146
2009-07-17,24,0.14,0.147
2009-07-18,1,0.137,0.153
2009-07-18,2,0.147,0.151
2009-07-18,3,0.14,0.152
2009-07-18,4,0.133,0.152
2009-07-18,5,0.139,0.144
2009-07-18,6,0.137,0.143
2009-07-18,7,0.13,0.146
2009-07-18,8,0.135,0.148
2009-07-18,9,0.146,0.147
2009-07-18,10,0.141,0.142
2009-07-18,11,0.139,0.151
2009-07-18,12,0.134,0.149
2009-07-18,13,0.215,0.266
2009-07-18,14,0.151,0.168
2009-07-18,15,0.137,0.149
2009-07-18,16,0.129,0.145
2009-07-18,17,0.134,0.147
2009-07-18,18,0.134,0.155
2009-07-18,19,0.144,0.152
2009-07-18,20,0.138,0.139
2009-07-18,21,0.14,0.147
2009-07-18,22,0.131,0.149
2009-07-18,23,0.131,0.149
2009-07-18,24,0.129,0.148
2009-07-19,1,0.136,0.145
2009-07-19,2,0.139,0.147
2009-07-19,3,0.135,0.153
2009-07-19,4,0.135,0.153
2009-07-19,5,0.136,0.155
2009-07-19,6,0.138,0.153
2009-07-19,7,0.141,0.146
2009-07-19,8,0.137,0.142
2009-07-19,9,0.132,0.146
2009-07-19,10,0.126,0.144
2009-07-19,11,0.128,0.149
2009-07-19,12,0.134,0.147
2009-07-19,13,0.138,0.144
2009-07-19,14,0.14,0.143
2009-07-19,15,0.137,0.149
2009-07-19,16,0.133,0.151
2009-07-19,17,0.127,0.151
2009-07-19,18,0.128,0.146
2009-07-19,19,0.135,0.145
2009-07-19,20,0.134,0.139
2009-07-19,21,0.139,0.14
2009-07-19,22,0.142,0.144
2009-07-19,23,0.137,0.152
2009-07-19,24,0.132,0.152
2009-07-20,1,0.133,0.153
2009-07-20,2,0.133,0.153
2009-07-20,3,0.134,0.154
2009-07-20,4,0.136,0.142
2009-07-20,5,0.136,0.137
2009-07-20,6,0.135,0.141
2009-07-20,7,0.132,0.15
2009-07-20,8,0.133,0.15
2009-07-20,9,0.134,0.151
2009-07-20,10,0.132,0.15
2009-07-20,11,0.129,0.145
2009-07-20,12,0.13,0.14
2009-07-20,13,0.136,0.142
2009-07-20,14,0.143,0.286
2009-07-20,15,0.17,0.25
2009-07-20,16,0.145,0.155
2009-07-20,17,0.137,0.152
2009-07-20,18,0.126,0.144
2009-07-20,19,0.126,0.264
2009-07-20,20,1.077,1.703
2009-07-20,21,0.779,0.855
2009-07-20,22,0.492,0.498
2009-07-20,23,0.427,0.473
2009-07-20,24,0.134,0.139
2009-07-21,1,0.136,0.141
2009-07-21,2,0.133,0.144
2009-07-21,3,0.136,0.144
2009-07-21,4,0.13,0.144
2009-07-21,5,0.128,0.147
2009-07-21,6,0.146,0.308
2009-07-21,7,0.287,1.266
2009-07-21,8,0.137,1.024
2009-07-21,9,0.129,0.152
2009-07-21,10,0.128,0.146
2009-07-21,11,0.123,0.142
2009-07-21,12,0.131,0.139
2009-07-21,13,0.137,0.142
2009-07-21,14,0.141,0.145
2009-07-21,15,0.133,0.148
2009-07-21,16,0.13,0.149
2009-07-21,17,0.134,0.145
2009-07-21,18,0.137,0.14
2009-07-21,19,0.137,0.141
2009-07-21,20,0.817,0.821
2009-07-21,21,0.474,0.513
2009-07-21,22,0.434,0.515
2009-07-21,23,0.205,0.238
2009-07-21,24,0.134,0.142
2009-07-22,1,0.129,0.163
2009-07-22,2,0.135,0.143
2009-07-22,3,0.144,0.163
2009-07-22,4,0.131,0.143
2009-07-22,5,0.124,0.144
2009-07-22,6,0.135,0.154
2009-07-22,7,0.211,0.267
2009-07-22,8,0.219,0.438
2009-07-22,9,0.141,0.144
2009-07-22,10,0.133,0.134
2009-07-22,11,0.126,0.135
2009-07-22,12,0.134,0.15
2009-07-22,13,0.122,0.144
2009-07-22,14,0.123,0.143
2009-07-22,15,0.138,0.152
2009-07-22,16,0.131,0.144
2009-07-22,17,0.132,0.134
2009-07-22,18,0.141,0.142
2009-07-22,19,0.142,1.016
2009-07-22,20,0.632,1.565
2009-07-22,21,0.415,0.609
2009-07-22,22,0.554,0.775
2009-07-22,23,0.664,1.062
2009-07-22,24,0.296,0.375
2009-07-23,1,0.197,0.2
2009-07-23,2,0.195,0.196
2009-07-23,3,0.194,0.196
2009-07-23,4,0.249,0.321
2009-07-23,5,0.207,0.219
2009-07-23,6,0.201,0.21
2009-07-23,7,0.282,0.347
2009-07-23,8,0.201,0.455
2009-07-23,9,0.179,0.197
2009-07-23,10,0.176,0.198
2009-07-23,11,0.177,0.195
2009-07-23,12,0.174,0.192
2009-07-23,13,0.173,0.189
2009-07-23,14,0.278,0.293
2009-07-23,15,0.208,0.218
2009-07-23,16,0.197,0.212
2009-07-23,17,0.189,0.205
2009-07-23,18,0.19,0.191
2009-07-23,19,0.182,0.189
2009-07-23,20,0.581,0.93
2009-07-23,21,0.285,0.287
2009-07-23,22,0.24,1.614
2009-07-23,23,1.543,1.888
2009-07-23,24,0.225,0.417
2009-07-24,1,0.202,0.22
2009-07-24,2,0.139,0.204
2009-07-24,3,0.156,0.166
2009-07-24,4,0.146,0.169
2009-07-24,5,0.156,0.168
2009-07-24,6,0.148,0.168
2009-07-24,7,0.233,0.288
2009-07-24,8,0.242,0.335
2009-07-24,9,0.135,0.15
2009-07-24,10,0.138,0.145
2009-07-24,11,0.139,0.142
2009-07-24,12,0.134,0.153
2009-07-24,13,0.134,0.153
2009-07-24,14,0.14,0.151
2009-07-24,15,0.144,0.146
2009-07-24,16,0.139,0.148
2009-07-24,17,0.142,0.145
2009-07-24,18,0.141,0.145
2009-07-24,19,0.133,0.144
2009-07-24,20,0.133,0.144
2009-07-24,21,0.136,0.152
2009-07-24,22,0.142,0.145
2009-07-24,23,0.141,0.143
2009-07-24,24,0.136,0.147
2009-07-25,1,0.139,0.144
2009-07-25,2,0.131,0.151
2009-07-25,3,0.137,0.142
2009-07-25,4,0.143,0.145
2009-07-25,5,0.137,0.145
2009-07-25,6,0.135,0.151
2009-07-25,7,0.124,0.143
2009-07-25,8,0.133,0.134
2009-07-25,9,0.135,0.149
2009-07-25,10,0.132,0.153
2009-07-25,11,0.133,0.148
2009-07-25,12,0.122,0.142
2009-07-25,13,0.124,0.146
2009-07-25,14,0.135,0.148
2009-07-25,15,0.14,0.151
2009-07-25,16,0.138,0.154
