date,time,lower,upper
2009-07-14,1,0.013,0.078
2009-07-14,2,0.013,0.052
2009-07-14,3,0.013,0.054
2009-07-14,4,0.022,0.04
2009-07-14,5,0.022,0.039
2009-07-14,6,0.013,0.073
2009-07-14,7,0.023,0.07
2009-07-14,8,0.038,0.043
2009-07-14,9,0.015,0.083
2009-07-14,10,0.013,0.057
2009-07-14,11,0.027,0.034
2009-07-14,12,0.012,0.062
2009-07-14,13,0.012,0.076
2009-07-14,14,0.029,0.051
2009-07-14,15,0.031,0.033
2009-07-14,16,0.027,0.073
2009-07-14,17,0.012,0.067
2009-07-14,18,0.021,0.039
2009-07-14,19,0.028,0.029
2009-07-14,20,0.018,0.066
2009-07-14,21,0.071,0.412
2009-07-14,22,0.01,0.064
2009-07-14,23,0.01,0.071
2009-07-14,24,0.026,0.063
2009-07-15,1,0.025,0.032
2009-07-15,2,0.03,0.066
2009-07-15,3,0.01,0.066
2009-07-15,4,0.01,0.054
2009-07-15,5,0.024,0.035
2009-07-15,6,0.01,0.051
2009-07-15,7,0.01,0.082
2009-07-15,8,0.01,0.044
2009-07-15,9,0.039,0.054
2009-07-15,10,0.016,0.064
2009-07-15,11,0.01,0.074
2009-07-15,12,0.013,0.043
2009-07-15,13,0.02,0.036
2009-07-15,14,0.009,0.057
2009-07-15,15,0.009,0.066
2009-07-15,16,0.02,0.062
2009-07-15,17,0.037,0.037
2009-07-15,18,0.02,0.058
2009-07-15,19,0.01,0.067
2009-07-15,20,0.01,0.063
2009-07-15,21,0.024,0.033
2009-07-15,22,0.01,0.054
2009-07-15,23,0.01,0.064
2009-07-15,24,0.01,0.066
2009-07-16,1,0.03,0.057
2009-07-16,2,0.03,0.047
2009-07-16,3,0.013,0.06
2009-07-16,4,0.01,0.077
2009-07-16,5,0.011,0.048
2009-07-16,6,0.027,0.035
2009-07-16,7,0.02,0.041
2009-07-16,8,0.01,0.06
2009-07-16,9,0.01,0.068
2009-07-16,10,0.02,0.065
2009-07-16,11,0.039,0.04
2009-07-16,12,0.019,0.041
2009-07-16,13,0.014,0.074
2009-07-16,14,0.01,0.067
2009-07-16,15,0.02,0.039
2009-07-16,16,0.026,0.035
2009-07-16,17,0.01,0.065
2009-07-16,18,0.01,0.063
2009-07-16,19,0.017,0.062
2009-07-16,20,0.015,0.045
2009-07-16,21,0.042,0.051
2009-07-16,22,0.01,0.076
2009-07-16,23,0.01,0.064
2009-07-16,24,0.019,0.032
2009-07-17,1,0.01,0.054
2009-07-17,2,0.01,0.076
2009-07-17,3,0.032,0.057
2009-07-17,4,0.025,0.047
2009-07-17,5,0.012,0.045
2009-07-17,6,0.012,0.076
2009-07-17,7,0.01,0.066
2009-07-17,8,0.014,0.045
