date,time,lower,upper
2009-07-14,1,0.069,0.081
2009-07-14,2,0.041,0.109
2009-07-14,3,0.055,0.106
2009-07-14,4,0.084,0.091
2009-07-14,5,0.064,0.106
2009-07-14,6,0.041,0.11
2009-07-14,7,0.056,0.091
2009-07-14,8,0.067,0.082
2009-07-14,9,0.042,0.104
2009-07-14,10,0.045,0.11
2009-07-14,11,0.487,5.76
2009-07-14,12,0.113,0.406
2009-07-14,13,0.009,0.08
2009-07-14,14,0.035,0.056
2009-07-14,15,0.032,0.058
2009-07-14,16,0.009,0.08
2009-07-14,17,0.027,0.085
2009-07-14,18,0.057,0.061
2009-07-14,19,0.037,0.082
2009-07-14,20,0.014,0.085
2009-07-14,21,0.016,0.895
2009-07-14,22,0.244,0.303
2009-07-14,23,0.27,0.28
2009-07-14,24,0.152,0.226
2009-07-15,1,0.171,0.226
2009-07-15,2,0.087,0.104
2009-07-15,3,0.068,0.113
2009-07-15,4,0.045,0.112
2009-07-15,5,0.054,0.102
2009-07-15,6,0.074,0.079
2009-07-15,7,0.053,0.101
2009-07-15,8,0.042,0.108
2009-07-15,9,0.063,0.112
2009-07-15,10,0.087,0.09
2009-07-15,11,0.064,1.783
2009-07-15,12,0.358,0.869
2009-07-15,13,0.187,0.215
2009-07-15,14,0.198,0.499
2009-07-15,15,0.152,0.224
2009-07-15,16,1.129,2.099
2009-07-15,17,0.104,0.179
2009-07-15,18,0.023,0.087
2009-07-15,19,0.023,0.075
2009-07-15,20,0.051,0.053
2009-07-15,21,0.028,0.071
2009-07-15,22,0.074,0.087
2009-07-15,23,0.173,0.193
2009-07-15,24,0.145,0.155
2009-07-16,1,0.112,0.114
2009-07-16,2,0.051,0.105
2009-07-16,3,0.073,0.08
2009-07-16,4,0.042,0.108
2009-07-16,5,0.064,0.108
2009-07-16,6,0.087,0.094
2009-07-16,7,0.054,0.109
2009-07-16,8,0.043,0.844
2009-07-16,9,1.091,1.6
2009-07-16,10,0.336,0.648
2009-07-16,11,0.201,0.214
2009-07-16,12,0.356,0.386
2009-07-16,13,1.495,2.839
2009-07-16,14,0.184,1.096
2009-07-16,15,0.988,1.035
2009-07-16,16,0.3,0.534
2009-07-16,17,0.294,1.096
2009-07-16,18,0.544,2.001
2009-07-16,19,0.226,0.314
2009-07-16,20,0.185,0.205
2009-07-16,21,0.185,0.194
2009-07-16,22,0.147,0.21
2009-07-16,23,0.108,0.336
2009-07-16,24,0.131,0.164
2009-07-17,1,0.067,0.112
2009-07-17,2,0.052,0.097
2009-07-17,3,0.061,0.09
2009-07-17,4,0.052,0.106
2009-07-17,5,0.086,0.097
2009-07-17,6,0.058,0.107
2009-07-17,7,0.045,0.102
2009-07-17,8,0.069,0.08
2009-07-17,9,0.106,0.869
2009-07-17,10,0.034,0.078
2009-07-17,11,0.054,0.065
2009-07-17,12,0.023,0.079
2009-07-17,13,0.017,0.073
2009-07-17,14,0.042,0.047
2009-07-17,15,0.017,0.075
2009-07-17,16,0.024,0.082
2009-07-17,17,0.058,0.069
2009-07-17,18,0.031,0.091
2009-07-17,19,0.044,0.189
2009-07-17,20,0.143,3.272
2009-07-17,21,0.502,3.474
2009-07-17,22,0.205,0.21
2009-07-17,23,0.144,0.156
2009-07-17,24,0.115,0.132
2009-07-18,1,0.048,0.108
2009-07-18,2,0.073,0.078
2009-07-18,3,0.041,0.11
2009-07-18,4,0.062,0.113
2009-07-18,5,0.089,0.093
2009-07-18,6,0.059,0.111
2009-07-18,7,0.04,0.108
2009-07-18,8,0.07,0.078
2009-07-18,9,0.051,0.099
2009-07-18,10,0.049,0.106
2009-07-18,11,0.158,0.844
2009-07-18,12,0.178,0.186
2009-07-18,13,0.142,0.201
2009-07-18,14,0.246,0.835
2009-07-18,15,0.191,0.57
2009-07-18,16,0.156,0.21
2009-07-18,17,0.175,0.213
2009-07-18,18,0.177,0.255
2009-07-18,19,0.178,0.186
2009-07-18,20,0.119,0.146
2009-07-18,21,0.165,0.481
2009-07-18,22,0.257,0.588
2009-07-18,23,0.17,0.622
2009-07-18,24,0.077,0.132
2009-07-19,1,0.044,0.105
2009-07-19,2,0.079,0.104
2009-07-19,3,0.067,0.106
2009-07-19,4,0.04,0.109
2009-07-19,5,0.074,0.075
2009-07-19,6,0.041,0.105
2009-07-19,7,0.063,0.107
2009-07-19,8,0.072,0.084
2009-07-19,9,0.022,0.077
2009-07-19,10,0.036,0.051
2009-07-19,11,0.739,1.504
2009-07-19,12,0.191,0.241
2009-07-19,13,0.217,0.31
2009-07-19,14,0.171,0.222
2009-07-19,15,0.051,0.06
2009-07-19,16,0.027,0.064
2009-07-19,17,0.021,0.082
2009-07-19,18,0.064,0.073
2009-07-19,19,0.136,0.191
2009-07-19,20,1.87,3.9
2009-07-19,21,1.286,2.176
2009-07-19,22,0.789,1.915
2009-07-19,23,0.275,0.365
2009-07-19,24,0.087,0.196
2009-07-20,1,0.07,0.113
2009-07-20,2,0.047,0.108
2009-07-20,3,0.07,0.083
2009-07-20,4,0.043,0.111
2009-07-20,5,0.076,0.113
2009-07-20,6,0.078,0.109
2009-07-20,7,0.046,0.109
2009-07-20,8,0.067,0.082
2009-07-20,9,0.049,0.099
2009-07-20,10,0.053,0.108
2009-07-20,11,0.092,0.102
2009-07-20,12,0.165,0.209
2009-07-20,13,0.152,0.202
2009-07-20,14,0.149,0.45
2009-07-20,15,0.141,0.851
2009-07-20,16,0.198,0.201
2009-07-20,17,0.15,0.209
2009-07-20,18,0.167,0.173
2009-07-20,19,0.135,0.202
2009-07-20,20,0.207,1.42
2009-07-20,21,0.156,0.205
2009-07-20,22,0.138,0.193
2009-07-20,23,0.115,0.312
2009-07-20,24,0.119,0.171
2009-07-21,1,0.142,0.157
2009-07-21,2,0.102,0.166
2009-07-21,3,0.076,0.088
2009-07-21,4,0.04,0.108
